marca,modelo,transmision,color,kilometraje,tipo_motor,capacidad_motor,carroceria,traccion,precio_en_usd,num_fotos,dias_en_catalogo,edad
Ford,Escape,automatic,grey,241402,gasoline,2.3,suv,front,8000,11,9,13
Ford,Mondeo,mechanical,green,332000,gasoline,2,universal,front,1400,5,140,24
Ford,Mondeo,mechanical,brown,317041,gasoline,2.5,sedan,front,1500,10,4,25
Ford,Fiesta,mechanical,green,355000,gasoline,1.3,hatchback,front,1000,9,74,22
Ford,Kuga,automatic,green,60000,diesel,2,suv,all,13100,6,175,7
Ford,Transit,mechanical,white,333333,diesel,2.5,minibus,rear,2000,7,5,24
Ford,Transit,mechanical,red,50000,diesel,2.5,minibus,rear,1000,9,7,34
Ford,Escort,mechanical,green,30000,diesel,1.6,hatchback,front,400,9,4,37
Ford,Focus,automatic,black,43000,gasoline,1.6,hatchback,front,12500,15,97,4
Ford,Escort,mechanical,other,11000,gasoline,1.6,universal,front,711.37,10,4,23
Ford,Escape,automatic,brown,193121,gasoline,2.3,suv,all,8500,8,67,12
Ford,Explorer,automatic,black,360000,gasoline,4.6,suv,all,8300,6,577,18
Ford,Explorer,automatic,black,230000,gasoline,4.6,suv,all,8400,4,401,18
Ford,S-Max,mechanical,black,201000,diesel,1.6,minivan,front,15300,11,77,6
Ford,Galaxy,mechanical,grey,313000,diesel,1.9,minivan,front,7500,6,18,15
Ford,Escort,mechanical,red,300000,gasoline,1.3,universal,front,420,6,58,28
Ford,Transit,mechanical,white,246000,diesel,2.2,van,front,6500,4,15,11
Ford,Transit,mechanical,white,255000,diesel,2,van,front,2580,6,4,19
Ford,Transit,mechanical,blue,400000,diesel,2.4,minibus,rear,1100,4,25,26
Ford,Ka,mechanical,red,142000,gasoline,1.3,hatchback,front,1500,9,4,16
Ford,Explorer,automatic,blue,273588,gasoline,4,suv,all,7199,13,67,18
Ford,Escort,mechanical,blue,230000,gasoline,1.6,hatchback,front,711.37,16,80,24
Ford,Sierra,automatic,red,111111,gasoline,2,sedan,rear,900,8,37,29
Ford,Mondeo,mechanical,silver,276000,gasoline,1.8,hatchback,front,750,9,56,23
Ford,Probe,mechanical,red,370000,gasoline,2,coupe,front,1000,12,4,26
Ford,Mondeo,mechanical,silver,246000,diesel,2,universal,front,5000,12,61,14
Ford,Mondeo,automatic,silver,260000,gasoline,2,sedan,front,4500,8,58,15
Ford,Fiesta,mechanical,silver,176000,gasoline,1.3,hatchback,front,5500,10,4,11
Ford,Mondeo,mechanical,green,27000,gasoline,1.8,universal,front,1300,9,4,26
Ford,Scorpio,mechanical,silver,450000,gasoline,2,sedan,rear,526.89,7,60,30
Ford,Mondeo,mechanical,grey,340000,gasoline,1.8,sedan,front,2700,5,7,18
Ford,Focus,mechanical,blue,135000,gasoline,1,universal,front,9850,7,4,5
Ford,Transit,mechanical,orange,182000,diesel,2.5,van,rear,2750,14,166,28
Ford,Galaxy,mechanical,blue,459000,diesel,1.9,minivan,front,4650,16,69,22
Ford,Maverick,mechanical,blue,228126,gasoline,2,suv,all,5100,36,191,19
Ford,Escort,mechanical,green,44201,diesel,1.8,universal,front,1500,15,4,24
Ford,Sierra,mechanical,blue,999999,gasoline,1.6,hatchback,rear,237.12,4,4,34
Ford,Focus,automatic,other,60000,gasoline,1.6,universal,front,12472.73,12,4,3
Ford,Focus,automatic,silver,188293,gasoline,2,hatchback,front,2700,10,27,20
Ford,Transit,mechanical,blue,218000,diesel,2,minibus,front,6800,12,67,16
Ford,Mondeo,mechanical,blue,340000,diesel,2,hatchback,front,7600,7,112,13
Ford,Mondeo,mechanical,black,250000,gasoline,1.6,universal,front,8100,8,1582,13
Ford,Focus,mechanical,grey,205000,gasoline,1.6,hatchback,front,7300,14,74,9
Ford,Galaxy,mechanical,yellow,250000,diesel,2,minivan,front,7300,1,4,7
Ford,Focus,mechanical,green,260000,gasoline,1.6,minivan,front,2890,19,4,19
Ford,Mondeo,mechanical,black,336500,gasoline,2.5,sedan,front,3300,9,46,19
Ford,Econoline,automatic,black,259104,gasoline,7.5,minibus,rear,10000,11,1350,24
Ford,Fiesta,mechanical,blue,267432,diesel,1.4,hatchback,front,2750,5,18,18
Ford,Escort,mechanical,other,999999,gasoline,1.4,sedan,front,350,4,164,25
Ford,Focus,mechanical,black,106000,gasoline,1.6,sedan,front,5800,8,4,8
Ford,Fiesta,automatic,blue,223602,diesel,1.4,hatchback,front,2845.49,9,21,16
Ford,Escort,mechanical,other,330000,gasoline,1.4,hatchback,front,379.4,5,5,27
Ford,Mondeo,mechanical,violet,247000,diesel,1.8,sedan,front,1500,9,22,24
Ford,Galaxy,mechanical,blue,340000,diesel,1.9,minivan,front,5300,7,31,20
Ford,Edge,automatic,red,120000,gasoline,2,suv,all,19500,6,35,5
Ford,Focus,mechanical,white,58000,gasoline,1,sedan,front,9200,18,121,5
Ford,Tourneo,mechanical,white,230000,diesel,1.6,minivan,front,15100,14,40,5
Ford,Galaxy,mechanical,blue,336681,gasoline,2.3,minivan,front,5300,13,42,20
Ford,Focus,mechanical,silver,181000,gasoline,1.6,sedan,front,4999,11,125,8
Ford,Transit,mechanical,grey,232565,diesel,2.2,minibus,front,23499,13,12,5
Ford,Escape,automatic,grey,142000,gasoline,3,suv,all,5500,16,77,16
Ford,Galaxy,mechanical,silver,425000,diesel,1.9,minivan,front,4999,11,13,18
Ford,Focus,mechanical,white,78000,gasoline,1.6,universal,front,9500,11,44,4
Ford,Mondeo,automatic,black,220561,gasoline,2,sedan,front,3999,13,21,16
Ford,Focus,automatic,silver,23000,gasoline,1.6,sedan,front,16508.82,16,26,2
Ford,Fusion,mechanical,silver,138923,diesel,1.4,hatchback,front,5700,12,52,11
Ford,Focus,mechanical,white,166261,gasoline,1.6,sedan,front,6999,20,22,9
Ford,Focus,mechanical,black,11187,gasoline,1.6,sedan,front,7400,16,24,9
Ford,Mondeo,mechanical,blue,350000,gasoline,1.8,universal,front,1100,10,4,24
Ford,Escort,mechanical,blue,148000,gasoline,1.6,hatchback,front,250,4,4,22
Ford,Ka,mechanical,white,134000,gasoline,1.2,hatchback,front,4500,12,4,11
Ford,Contour,mechanical,other,265000,gasoline,2.5,sedan,front,1600,26,27,25
Ford,Fusion,automatic,blue,140000,gasoline,1.4,hatchback,front,4300,6,27,13
Ford,Focus,mechanical,black,360493,gasoline,2,hatchback,front,2800,13,100,14
Ford,F250,automatic,blue,170000,diesel,6,pickup,all,17800,5,834,16
Ford,EcoSport,automatic,white,15700,gasoline,1,suv,front,14500,8,93,3
Ford,Focus,mechanical,other,248000,gasoline,1.6,hatchback,front,3300,5,58,18
Ford,Galaxy,mechanical,silver,374000,gasoline,2.3,minivan,front,3300,8,118,22
Ford,Mondeo,automatic,silver,280000,gasoline,2,hatchback,front,3200,6,28,20
Ford,Transit,mechanical,white,30000,diesel,2.5,van,rear,1650,4,6,27
Ford,Escort,mechanical,white,555555,diesel,1.8,hatchback,front,450,4,6,27
Ford,Fusion,automatic,other,120000,gasoline,1.5,sedan,front,10699,10,88,7
Ford,Transit,mechanical,white,659000,diesel,2.5,minibus,front,2800,2,80,22
Ford,Scorpio,mechanical,blue,282345,gasoline,2.4,hatchback,rear,585.22,11,150,34
Ford,Granada,mechanical,black,325000,gasoline,2.3,sedan,rear,499,14,316,40
Ford,Galaxy,mechanical,blue,300000,diesel,1.9,minivan,front,4000,6,35,24
Ford,Mondeo,mechanical,black,210000,gasoline,2,sedan,front,7100,5,85,12
Ford,Focus,mechanical,blue,194000,diesel,1.6,universal,front,4000,8,24,15
Ford,Scorpio,mechanical,white,200000,gasoline,2,hatchback,rear,850,7,166,32
Ford,Transit,mechanical,white,383000,diesel,2.2,minibus,rear,12093.33,6,6,8
Ford,Sierra,mechanical,red,8051,gasoline,1.6,sedan,rear,469.51,9,4,33
Ford,Explorer,automatic,blue,200500,gasoline,4,suv,all,4100,5,44,23
Ford,Transit,mechanical,silver,263000,diesel,2.5,minibus,rear,3950,21,84,29
Ford,Kuga,mechanical,black,192000,diesel,2,suv,all,11000,11,66,12
Ford,Mondeo,mechanical,black,400000,diesel,1.8,hatchback,front,1800,4,35,22
Ford,Fiesta,automatic,black,203000,gasoline,1.4,hatchback,front,4500,23,806,12
Ford,Fusion,automatic,silver,118000,gasoline,1.5,sedan,front,10950,6,140,6
Ford,Mondeo,mechanical,red,222222,gasoline,1.8,sedan,front,600,3,20,27
Ford,Focus,automatic,grey,80000,gasoline,1.6,hatchback,front,8500,6,121,7
Ford,Mondeo,mechanical,silver,368000,gasoline,1.8,universal,front,1750,6,83,22
Ford,Mondeo,mechanical,black,360000,gasoline,1.8,hatchback,front,1000,3,72,24
Ford,Focus,mechanical,black,137542,gasoline,2,sedan,front,1800,5,8,19
Ford,Transit,mechanical,white,81492,diesel,1.5,minivan,front,13900,18,5,5
Ford,Fiesta,mechanical,silver,310000,diesel,1.4,hatchback,front,3350,10,8,18
Ford,Focus,mechanical,blue,165,gasoline,1.6,sedan,front,4000,5,5,13
Ford,Scorpio,mechanical,red,320000,gasoline,2,sedan,rear,700,14,9,24
Ford,Mondeo,automatic,black,276000,diesel,2,sedan,front,3950,6,6,15
Ford,Mondeo,mechanical,white,325675,gasoline,1.6,sedan,front,237.12,2,5,25
Ford,Focus,mechanical,silver,170000,gasoline,1.6,hatchback,front,4500,5,5,17
Ford,Mondeo,automatic,black,241000,gasoline,2.5,sedan,front,5000,13,22,16
Ford,Transit,mechanical,blue,385000,gasoline,2,minibus,rear,2150,6,183,24
Ford,Galaxy,mechanical,other,132000,diesel,2,minivan,front,17900,5,59,6
Ford,Focus,mechanical,silver,247000,diesel,1.8,hatchback,front,6100,11,24,12
Ford,Scorpio,mechanical,violet,257000,gasoline,2,sedan,rear,1250,11,288,25
Ford,Focus,mechanical,white,90279,gasoline,1.6,sedan,front,9800,14,5,5
Ford,Escort,mechanical,blue,150000,diesel,1.6,hatchback,front,600,5,7,28
Ford,Transit,mechanical,silver,243000,diesel,1.8,van,front,4900,1,280,9
Ford,Mondeo,mechanical,silver,345809,gasoline,2,sedan,front,500,15,29,27
Ford,Explorer,automatic,black,260000,gasoline,4.6,suv,all,10700,7,88,15
Ford,Mondeo,mechanical,silver,360000,diesel,2,sedan,front,3400,6,126,18
Ford,Transit,mechanical,white,443850,gasoline,2.3,van,rear,11800,12,41,11
Ford,Transit,mechanical,red,495000,diesel,2,minibus,front,3200,5,35,19
Ford,Econoline,automatic,other,321869,gasoline,4.9,minibus,rear,3100,5,145,29
Ford,Mondeo,mechanical,black,54718,gasoline,1.8,hatchback,front,550,24,11,27
Ford,S-Max,mechanical,silver,190000,gasoline,2,minivan,front,6300,3,143,14
Ford,Mondeo,mechanical,white,300000,gasoline,1.8,universal,front,2000,2,602,22
Ford,Focus,mechanical,white,241000,gasoline,1.6,universal,front,5400,10,5,9
Ford,Escort,mechanical,silver,188000,gasoline,1.6,sedan,front,1100,3,59,24
Ford,Mondeo,mechanical,black,345007,diesel,2,universal,front,3200,8,69,17
Ford,C-Max,mechanical,green,267000,gasoline,1.8,minivan,front,4700,5,37,16
Ford,Contour,automatic,red,223699,gasoline,2,sedan,front,1499,3,38,21
Ford,Transit,mechanical,blue,300000,diesel,2.5,van,rear,3350,6,5,25
Ford,Transit,mechanical,blue,400000,diesel,2.5,van,rear,3000,10,5,26
Ford,Mondeo,mechanical,grey,214000,diesel,2,sedan,front,4600,14,9,15
Ford,Fusion,mechanical,other,230000,gasoline,1.6,hatchback,front,4000,13,5,14
Ford,Fusion,automatic,other,178324,gasoline,1.4,hatchback,front,3746.56,7,17,15
Ford,C-Max,mechanical,blue,294200,diesel,1.6,minivan,front,5216.72,15,5,17
Ford,Escort,mechanical,green,198000,gasoline,1.6,universal,front,950,17,57,23
Ford,S-Max,mechanical,silver,174000,diesel,1.8,minivan,front,9900,30,19,11
Ford,Galaxy,mechanical,red,500000,gasoline,2.3,minivan,front,4500,10,266,22
Ford,Escort,mechanical,grey,200000,gasoline,1.4,hatchback,front,250,3,749,29
Ford,Transit,mechanical,black,303300,diesel,2.2,van,front,14000,10,458,7
Ford,Focus,mechanical,green,210000,gasoline,1.6,universal,front,2200,20,13,20
Ford,Mondeo,mechanical,grey,355000,gasoline,1.8,hatchback,front,1000,7,33,27
Ford,Fiesta,mechanical,red,105000,gasoline,1.4,hatchback,front,5500,12,92,11
Ford,Sierra,mechanical,blue,334446,gasoline,2,universal,rear,500,6,32,29
Ford,Sierra,mechanical,black,500000,gasoline,2,sedan,rear,600,7,110,32
Ford,Transit,mechanical,white,600000,gasoline,2,minibus,rear,2800,2,33,22
Ford,Focus,automatic,red,150000,gasoline,2,hatchback,front,6800,5,20,12
Ford,Transit,mechanical,white,200000,diesel,2.2,minibus,front,18300,8,90,6
Ford,Mondeo,mechanical,other,338000,gasoline,1.8,sedan,front,5400,13,63,14
Ford,Mondeo,mechanical,white,333333,gasoline,2,universal,front,1100,12,6,24
Ford,Sierra,mechanical,brown,200000,gasoline,1.6,sedan,rear,450,9,196,32
Ford,Transit,mechanical,green,360000,diesel,2.5,minibus,rear,1550,8,8,27
Ford,Transit,mechanical,white,400000,diesel,2.5,minibus,rear,1100,7,8,21
Ford,F150,automatic,black,65125,gasoline,3.5,pickup,all,22000,7,6,8
Ford,Focus,automatic,white,250000,gasoline,2,universal,front,1800,6,20,20
Ford,Ka,mechanical,green,148000,gasoline,1.3,hatchback,front,1000,7,84,24
Ford,Mondeo,mechanical,silver,300000,gasoline,2.5,universal,front,5200,12,8,16
Ford,Mondeo,mechanical,grey,235091,diesel,1.8,universal,front,8000,10,68,11
Ford,Fiesta,mechanical,red,300000,gasoline,1.3,hatchback,front,550,4,6,23
Ford,Galaxy,mechanical,white,350000,gasoline,2.3,minivan,front,2600,1,86,21
Ford,Mondeo,mechanical,black,160000,gasoline,1.6,sedan,front,8400,4,12,8
Ford,Mondeo,mechanical,black,222222,diesel,2,universal,front,4950,7,24,14
Ford,Focus,mechanical,silver,147000,gasoline,2,sedan,front,5950,9,14,11
Ford,Focus,automatic,silver,275000,gasoline,2,sedan,front,3350,8,40,18
Ford,Mondeo,mechanical,blue,240000,gasoline,3,universal,front,5928.1,16,74,13
Ford,Escort,mechanical,black,116000,gasoline,1.4,universal,front,800,13,65,30
Ford,Tourneo,mechanical,white,127000,diesel,1.6,minivan,front,13300,13,6,5
Ford,Fusion,automatic,black,67500,gasoline,1.5,sedan,front,12599,19,6,5
Ford,Transit,mechanical,white,250000,diesel,2.5,minibus,rear,2800,14,43,21
Ford,Escort,mechanical,blue,250000,gasoline,1.6,universal,front,290,11,475,24
Ford,Transit,mechanical,yellow,300000,diesel,2.5,van,front,1600,6,13,29
Ford,Sierra,mechanical,red,100000,gasoline,2,coupe,rear,400,9,6,33
Ford,C-Max,mechanical,blue,244122,diesel,1.6,minivan,front,8963.29,10,6,9
Ford,Escape,automatic,grey,180000,gasoline,1.6,suv,all,13900,5,60,4
Ford,Escape,automatic,silver,40000,gasoline,1.5,suv,all,15350,24,19,4
Ford,Kuga,automatic,white,63000,gasoline,1.6,suv,all,14699,2,84,7
Ford,Mondeo,automatic,blue,119000,gasoline,2.3,universal,front,8500,7,41,8
Ford,Mondeo,mechanical,green,260000,gasoline,1.8,universal,front,500,7,6,25
Ford,Mondeo,mechanical,blue,311000,diesel,2,sedan,front,3200,1,19,16
Ford,Focus,mechanical,grey,260000,diesel,1.6,hatchback,front,6500,9,35,12
Ford,Escort,mechanical,red,1609,gasoline,1.4,universal,front,150,5,8,29
Ford,Mondeo,mechanical,brown,297000,gasoline,2,sedan,front,1600,9,167,22
Ford,Galaxy,mechanical,silver,350000,diesel,1.9,minivan,front,4050,7,27,24
Ford,Escort,mechanical,other,365366,gasoline,1.8,hatchback,front,250,5,10,26
Ford,Taurus,automatic,green,400513,gasoline,3,sedan,front,1200,7,56,26
Ford,Focus,automatic,white,27000,gasoline,1,sedan,front,9900,20,41,4
Ford,Mondeo,mechanical,other,120000,diesel,1.5,universal,front,13750,19,41,5
Ford,Escape,automatic,other,29000,gasoline,1.5,suv,all,14950,17,41,4
Ford,Focus,automatic,black,240000,gasoline,1.6,hatchback,front,5100,7,18,11
Ford,Escort,mechanical,violet,1000000,gasoline,1.6,universal,front,379.4,11,35,25
Ford,C-Max,mechanical,other,175100,gasoline,1.8,minivan,front,3998,5,40,16
Ford,Mondeo,mechanical,green,350000,gasoline,1.6,hatchback,front,1100,5,37,27
Ford,Explorer,automatic,brown,120000,gasoline,2,suv,front,18500,7,43,8
Ford,Transit,mechanical,white,240000,gasoline,2,minibus,rear,1350,3,18,22
Ford,Fusion,mechanical,blue,245090,gasoline,1.6,minivan,front,4102.25,8,6,14
Ford,Mondeo,mechanical,grey,1000000,diesel,1.8,universal,front,1050,2,93,23
Ford,Taurus,automatic,blue,148060,gasoline,3.5,suv,all,7500,8,59,12
Ford,Mondeo,mechanical,silver,295000,gasoline,1.8,universal,all,3550,10,16,19
Ford,Probe,mechanical,grey,330000,gasoline,2,coupe,front,1500,19,74,24
Ford,Fiesta,mechanical,red,111111,gasoline,1.3,hatchback,front,250,3,63,25
Ford,Escape,automatic,grey,71000,gasoline,2,suv,all,17900,6,6,5
Ford,Escort,mechanical,red,123000,gasoline,1.8,universal,front,500,4,41,24
Ford,Transit,mechanical,white,400000,diesel,2.5,minibus,rear,1800,5,33,25
Ford,Cougar,mechanical,blue,245000,gasoline,2,coupe,front,2950,6,66,22
Ford,EcoSport,automatic,black,78000,gasoline,1.6,suv,front,13700,4,6,6
Ford,Transit,mechanical,white,370000,diesel,2,minibus,front,8400,4,89,18
Ford,Transit,mechanical,red,270000,diesel,2.5,minibus,rear,4500,14,89,29
Ford,Mondeo,automatic,red,350000,gasoline,1.8,universal,front,800,3,20,25
Ford,Fiesta,mechanical,silver,147000,gasoline,1.3,hatchback,front,4300,2,77,12
Ford,Sierra,mechanical,black,207466,gasoline,2,sedan,rear,650,5,6,33
Ford,Focus,mechanical,silver,220000,gasoline,2,sedan,front,4200,8,215,15
Ford,Scorpio,mechanical,other,268179,gasoline,2,hatchback,rear,1300,7,8,34
Ford,Escort,mechanical,other,70378,gasoline,1.6,sedan,front,768.28,8,6,26
Ford,Scorpio,mechanical,black,240000,gasoline,2,universal,rear,550,6,26,23
Ford,Escape,automatic,black,659831,gasoline,3,suv,all,3000,3,151,19
Ford,Focus,mechanical,blue,204000,gasoline,1.4,hatchback,front,5000,7,97,12
Ford,Orion,mechanical,blue,300000,gasoline,1.5,sedan,front,400,5,18,30
Ford,Focus,mechanical,black,270000,diesel,1.8,hatchback,front,5000,15,197,13
Ford,Galaxy,mechanical,blue,550,diesel,1.9,minivan,front,3000,19,7,22
Ford,Mondeo,mechanical,blue,257000,diesel,1.8,universal,front,1000,6,19,26
Ford,Escort,mechanical,white,10000,gasoline,1.4,hatchback,front,350,6,7,31
Ford,Escort,mechanical,silver,200000,gasoline,1.6,universal,front,521.66,3,23,23
Ford,Escape,automatic,grey,118540,gasoline,1.6,universal,front,12999,18,47,7
Ford,Escort,mechanical,red,400000,diesel,1.8,universal,front,500,3,76,25
Ford,F250,automatic,other,250000,diesel,6,pickup,all,11900,6,28,14
Ford,Mondeo,mechanical,silver,290000,diesel,2,universal,front,3500,3,177,18
Ford,Mondeo,mechanical,silver,289000,diesel,2,universal,front,3250,1,13,18
Ford,Mondeo,mechanical,grey,197000,gasoline,1.6,sedan,front,7700,1,7,10
Ford,Fiesta,mechanical,silver,312000,diesel,1.8,hatchback,front,1570,5,61,18
Ford,Mondeo,mechanical,red,350000,gasoline,1.6,universal,front,1100,5,187,23
Ford,Fusion,automatic,green,99000,gasoline,1.5,sedan,front,11000,14,59,6
Ford,Escort,mechanical,red,140000,gasoline,1.6,hatchback,front,400,7,49,23
Ford,Mondeo,mechanical,silver,91348,gasoline,2,sedan,front,9700,19,31,8
Ford,Galaxy,mechanical,silver,280000,gasoline,2.3,minivan,front,3500,7,120,21
Ford,Mondeo,mechanical,green,300000,gasoline,1.8,universal,front,1000,6,42,21
Ford,Escort,mechanical,red,253357,gasoline,1.6,universal,front,450,5,7,27
Ford,Focus,automatic,black,190000,gasoline,2,sedan,front,1200,6,33,19
Ford,C-Max,mechanical,black,350000,diesel,1.6,universal,front,6000,3,195,15
Ford,Mondeo,mechanical,black,202000,gasoline,2,sedan,front,7000,13,7,13
Ford,Fiesta,mechanical,green,69323,gasoline,1.2,hatchback,front,750,3,8,30
Ford,Transit,mechanical,black,400100,diesel,2,minibus,front,7500,6,31,18
Ford,Kuga,automatic,black,98000,gasoline,1.6,suv,all,13400,15,15,7
Ford,Escape,automatic,white,104000,gasoline,1.6,suv,front,17000,8,63,6
Ford,Explorer,mechanical,green,185000,gasoline,4,suv,all,4200,41,63,23
Ford,Focus,mechanical,other,87000,gasoline,1.6,sedan,front,9300,7,83,6
Ford,Mondeo,mechanical,silver,351000,gasoline,2,sedan,front,3699,9,62,19
Ford,Explorer,automatic,white,122000,gasoline,3.5,suv,all,16999,16,75,6
Ford,Escort,mechanical,violet,250000,gasoline,1.6,hatchback,front,600,5,17,24
Ford,C-Max,mechanical,grey,250000,gasoline,1.8,hatchback,front,6500,11,76,12
Ford,Escape,automatic,silver,83000,gasoline,1.6,suv,all,10999,7,87,7
Ford,Mondeo,mechanical,silver,145000,gasoline,2,sedan,front,6800,8,165,12
Ford,Mondeo,mechanical,blue,299000,gasoline,1.8,universal,front,3300,14,7,19
Ford,Escort,mechanical,black,250000,gasoline,1.3,hatchback,front,890,4,73,24
Ford,Focus,mechanical,other,230000,gasoline,1.6,sedan,front,5600,10,34,12
Ford,Focus,mechanical,black,350000,diesel,1.6,universal,front,3550,8,58,15
Ford,Transit,mechanical,white,320000,diesel,2.5,minibus,rear,3000,8,155,27
Ford,Focus,mechanical,blue,206000,gasoline,1.6,sedan,front,4200,14,17,14
Ford,Galaxy,mechanical,grey,275000,diesel,1.8,minivan,front,9300,9,7,12
Ford,Fiesta,mechanical,silver,175000,gasoline,1.3,hatchback,front,1000,4,28,21
Ford,Galaxy,mechanical,violet,396000,gasoline,2.3,minivan,front,3200,5,47,23
Ford,Galaxy,mechanical,violet,268000,diesel,1.9,universal,front,4800,5,71,20
Ford,Mondeo,mechanical,blue,380000,gasoline,1.6,sedan,front,650,4,7,26
Ford,Escort,mechanical,blue,200000,gasoline,1.6,hatchback,front,900,9,7,24
Ford,Sierra,mechanical,blue,360000,gasoline,1.8,universal,front,800,1,9,28
Ford,Scorpio,mechanical,green,300000,gasoline,2,sedan,rear,800,7,24,29
Ford,Cougar,mechanical,silver,273000,gasoline,2.5,coupe,front,2200,5,36,21
Ford,Mondeo,mechanical,silver,158346,gasoline,1.6,sedan,front,7950,12,91,7
Ford,Mondeo,automatic,brown,154000,gasoline,2,sedan,front,9800,10,7,9
Ford,C-Max,mechanical,black,143111,diesel,1.5,minivan,front,9000,3,81,5
Ford,C-Max,mechanical,silver,230000,gasoline,1.8,universal,front,4500,5,25,15
Ford,Fusion,automatic,black,88000,gasoline,1.5,sedan,front,12800,9,60,6
Ford,Mondeo,mechanical,silver,300000,gasoline,1.8,universal,front,1600,5,71,22
Ford,Mondeo,mechanical,other,285000,diesel,1.8,hatchback,front,7800,7,18,13
Ford,Explorer,automatic,silver,280000,gasoline,4,suv,all,5300,10,58,17
Ford,Escort,mechanical,blue,10000,gasoline,1.4,hatchback,front,758.8,3,9,25
Ford,Transit,mechanical,white,500000,diesel,2.5,van,rear,3500,4,86,24
Ford,Focus,mechanical,silver,278000,diesel,1.8,universal,front,3200,4,594,18
Ford,Mondeo,mechanical,grey,180000,diesel,1.5,universal,front,12599,18,7,5
Ford,Explorer,automatic,red,330000,gasoline,4,pickup,all,14699,19,7,11
Ford,C-Max,mechanical,silver,142000,diesel,1.6,universal,front,6900,8,7,11
Ford,Galaxy,mechanical,silver,380000,gasoline,2.3,minivan,front,3319.74,7,168,21
Ford,Transit,mechanical,yellow,666000,gasoline,2,minibus,rear,555,4,8,26
Ford,Mondeo,automatic,blue,198250,diesel,2,universal,front,7300,1,13,12
Ford,Galaxy,mechanical,silver,508000,gasoline,2,minivan,front,3200,8,26,25
Ford,Mondeo,mechanical,black,405000,gasoline,2,universal,front,2500,9,84,22
Ford,Sierra,mechanical,white,400000,gasoline,1.8,universal,rear,880,9,9,28
Ford,Transit,mechanical,white,500000,diesel,2.5,van,rear,1999,7,13,22
Ford,Explorer,automatic,silver,40234,gasoline,2.3,suv,front,25800,9,60,4
Ford,Focus,mechanical,black,205000,gasoline,1.6,sedan,front,7587.97,16,67,8
Ford,EcoSport,mechanical,grey,31000,gasoline,2,suv,all,12709.85,10,8,3
Ford,Escape,automatic,grey,187000,gasoline,1.6,suv,all,12000,7,8,8
Ford,Fiesta,mechanical,red,90000,gasoline,1.2,hatchback,front,9000,20,8,3
Ford,Focus,automatic,blue,150000,gasoline,2,sedan,front,5800,2,985,12
Ford,Mondeo,mechanical,white,250000,diesel,1.8,universal,front,850,6,19,23
Ford,Escort,mechanical,blue,300000,gasoline,1.6,universal,front,350,1,14,24
Ford,Transit,mechanical,yellow,200000,diesel,2.5,minibus,rear,2703.22,2,129,20
Ford,Scorpio,mechanical,green,502341,gasoline,2,sedan,rear,1500,9,24,25
Ford,Escort,mechanical,red,87794,gasoline,1.6,hatchback,rear,400,2,8,29
Ford,Escort,mechanical,other,43000,gasoline,1.4,hatchback,front,1000,5,8,29
Ford,Mondeo,automatic,black,158000,gasoline,2.3,sedan,front,8900,9,98,9
Ford,Mondeo,mechanical,white,340000,gasoline,2,sedan,front,2000,11,8,22
Ford,Focus,mechanical,white,230000,diesel,1.8,universal,front,3300,3,8,18
Ford,Transit,mechanical,white,35000,diesel,2.5,minibus,rear,2750,8,8,24
Ford,Transit,mechanical,silver,235000,diesel,2.2,minibus,front,21000,7,8,5
Ford,Mondeo,automatic,blue,316023,gasoline,2,universal,front,1650,6,82,23
Ford,Focus,mechanical,red,360000,diesel,1.8,hatchback,front,3700,8,8,16
Ford,Probe,mechanical,red,111111,gasoline,2.5,coupe,front,1500,6,62,26
Ford,Sierra,mechanical,other,175000,gasoline,2.9,hatchback,all,2500,15,638,35
Ford,Sierra,mechanical,silver,373613,gasoline,2,sedan,rear,450,12,156,28
Ford,Mondeo,mechanical,blue,561345,gasoline,2,universal,all,1800,12,40,25
Ford,Transit,mechanical,blue,300000,diesel,2.5,minibus,rear,2000,7,40,21
Ford,Mondeo,mechanical,blue,350000,diesel,2,hatchback,front,3150,4,24,19
Ford,Orion,mechanical,white,112100,diesel,1.6,sedan,front,700,4,89,32
Ford,C-Max,mechanical,silver,195000,gasoline,1.8,minivan,front,6200,7,82,12
Ford,Mondeo,mechanical,black,400000,diesel,2,universal,front,3800,10,8,17
Ford,Fiesta,mechanical,green,500000,gasoline,1.3,hatchback,front,711.37,3,369,24
Ford,Mondeo,automatic,grey,268000,diesel,2,sedan,front,9000,17,22,12
Ford,Galaxy,mechanical,blue,414000,diesel,1.9,minivan,rear,4200,10,8,21
Ford,Focus,mechanical,black,250000,diesel,1.8,hatchback,front,5650,11,118,12
Ford,Escape,automatic,black,14500,gasoline,1.5,suv,all,17700,14,64,1
Ford,Mondeo,automatic,brown,195000,diesel,2,sedan,front,9199,21,19,8
Ford,Escort,mechanical,white,200000,diesel,1.8,universal,front,1200,6,71,22
Ford,Crown Victoria,automatic,other,415211,gasoline,4.6,sedan,rear,3950,15,33,28
Ford,Transit,mechanical,white,400000,diesel,2.2,van,front,4999,4,77,13
Ford,Escape,automatic,brown,115000,gasoline,2,suv,all,13900,7,33,8
Ford,Fusion,mechanical,black,250000,diesel,1.4,minivan,front,2400,3,13,16
Ford,Fusion,mechanical,black,250000,diesel,1.4,minivan,front,2400,4,13,16
